63 63 
63 63 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
62.9999 62.9999 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
62.9999 62.9999 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
63 63 
